Title,Description,Image URL,Address,Country,Number of Bedrooms,Number of Bathrooms,Floor Size (m2),Price (USD),Property URL
"Single Family House For Sale, Izmir Turkey","Single Family House at Izmir Turkey With 4 bedrooms, 3 bathrooms, Mountain View, Sea View, Park View, Park or Green Belt View, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-132453620__0__720.jpg,Izmir,Turkey,4.0,3.0,505.0,1005020,https://www.century21global.com/en/p/i̇zmir-turkey--rl-132453620
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-135005760__0__720.jpg,Mugla,Turkey,,,149.0,997831,https://www.century21global.com/en/p/muğla-turkey--rl-135005760
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-134520601__0__720.jpg,Mugla,Turkey,,,2815.0,1005605,https://www.century21global.com/en/p/muğla-turkey--rl-134520601
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 2 bathrooms, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134044252__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,2.0,125.0,983453,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134044252
"Home For Sale, Kocaeli Turkey",Home at Kocaeli Turkey.,https://assets.xomio.com/listings/images/rl-133915630__0__720.jpg,Kocaeli,Turkey,,,,977702,https://www.century21global.com/en/p/kocaeli-turkey--rl-133915630
,,,,,,,,,
"Condominium/Co-Op For Sale, İstanbul-Avrupa 34450 Turkey","Condominium/Co-Op at İstanbul-Avrupa 34450 Turkey With 5 bedrooms, 3 bathrooms, Park or Green Belt View, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-133756934__0__720.jpg,İstanbul-Avrupa,Turkey,5.0,3.0,260.0,977702,https://www.century21global.com/en/p/i̇stanbul-avrupa-34450-turkey--rl-133756934
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With one bedroom, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134648126__0__720.jpg,İstanbul-Avrupa,Turkey,1.0,0.0,70.0,977702,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134648126
"Home For Sale, Trabzon Turkey","Home at Trabzon Turkey With 9 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134926275__0__720.jpg,Trabzon,Turkey,9.0,0.0,500.0,969737,https://www.century21global.com/en/p/trabzon-turkey--rl-134926275
"Home For Sale, Denizli Turkey",Home at Denizli Turkey.,https://assets.xomio.com/listings/images/rl-134926262__0__720.jpg,Denizli,Turkey,,,786.0,963324,https://www.century21global.com/en/p/denizli-turkey--rl-134926262
"Home For Sale, Denizli Turkey",Home at Denizli Turkey.,https://assets.xomio.com/listings/images/rl-134876866__0__720.jpg,Denizli,Turkey,,,33215.0,954697,https://www.century21global.com/en/p/denizli-turkey--rl-134876866
"Home For Sale, Bolu Turkey",Home at Bolu Turkey.,https://assets.xomio.com/listings/images/rl-134744099__0__720.jpg,Bolu,Turkey,,,26920.0,948946,https://www.century21global.com/en/p/bolu-turkey--rl-134744099
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-134494774__0__720.jpg,İstanbul-Anadolu,Turkey,,,,948946,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134494774
"Home For Sale, Aydın Turkey",Home at Aydın Turkey.,https://assets.xomio.com/listings/images/rl-134809568__0__720.jpg,Aydın,Turkey,,,10917.0,948946,https://www.century21global.com/en/p/aydın-turkey--rl-134809568
"Home For Sale, Kocaeli Turkey",Home at Kocaeli Turkey.,https://assets.xomio.com/listings/images/rl-134422103__0__720.jpg,Kocaeli,Turkey,,,,948946,https://www.century21global.com/en/p/kocaeli-turkey--rl-134422103
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-133775062__0__720.jpg,İstanbul-Anadolu,Turkey,,,900.0,948946,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-133775062
"Home For Sale, Tekirdağ Turkey",Home at Tekirdağ Turkey.,https://assets.xomio.com/listings/images/rl-134718774__0__720.jpg,Tekirdağ,Turkey,,,824.0,948946,https://www.century21global.com/en/p/tekirdağ-turkey--rl-134718774
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 2 bathrooms, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134648157__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,2.0,160.0,934568,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134648157
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-134004401__0__720.jpg,İstanbul-Avrupa,Turkey,,,220.0,934568,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134004401
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 2 bathrooms, Sea View, Park View, City View, Park or Green Belt View, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134889988__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,2.0,166.0,934568,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134889988
"Home For Sale, Ankara Turkey",Home at Ankara Turkey.,https://assets.xomio.com/listings/images/rl-134524732__0__720.jpg,Ankara,Turkey,,,86.0,930594,https://www.century21global.com/en/p/ankara-turkey--rl-134524732
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 6 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134855955__0__720.jpg,İstanbul-Anadolu,Turkey,6.0,2.0,330.0,920190,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134855955
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-134952440__0__720.jpg,İstanbul-Anadolu,Turkey,,,1390.0,920190,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134952440
"Home For Sale, Izmir Turkey","Home at Izmir Turkey With 4 bedrooms, 4 bathrooms.",https://assets.xomio.com/listings/images/rl-134061703__0__720.jpg,Izmir,Turkey,4.0,4.0,200.0,920190,https://www.century21global.com/en/p/i̇zmir-turkey--rl-134061703
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-134403127__0__720.jpg,İstanbul-Avrupa,Turkey,,,594.0,920190,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134403127
"Home For Sale, Bursa Turkey",Home at Bursa Turkey.,https://assets.xomio.com/listings/images/rl-132992380__0__720.jpg,Bursa,Turkey,,,13.0,920190,https://www.century21global.com/en/p/bursa-turkey--rl-132992380
"Single Family House For Sale, Mugla Turkey","Single Family House at Mugla Turkey With 6 bedrooms, 5 bathrooms, Park or Green Belt View.",https://assets.xomio.com/listings/images/rl-134955983__0__720.jpg,Mugla,Turkey,6.0,5.0,250.0,920190,https://www.century21global.com/en/p/muğla-turkey--rl-134955983
"Home For Sale, Çanakkale Turkey",Home at Çanakkale Turkey.,https://assets.xomio.com/listings/images/rl-132596909__0__720.jpg,Çanakkale,Turkey,,,,905812,https://www.century21global.com/en/p/çanakkale-turkey--rl-132596909
"Home For Sale, Trabzon Turkey","Home at Trabzon Turkey With 5 bedrooms, 4 bathrooms, Sea View, Park View, City View, Park or Green Belt View.",https://assets.xomio.com/listings/images/rl-132453450__0__720.jpg,Trabzon,Turkey,5.0,4.0,400.0,905812,https://www.century21global.com/en/p/trabzon-turkey--rl-132453450
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-134468326__0__720.jpg,İstanbul-Avrupa,Turkey,,,,905812,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134468326
"Home For Sale, Bursa Turkey",Home at Bursa Turkey.,https://assets.xomio.com/listings/images/rl-134009346__0__720.jpg,Bursa,Turkey,,,1200.0,905812,https://www.century21global.com/en/p/bursa-turkey--rl-134009346
"Single Family House For Sale, İstanbul-Anadolu Turkey","Single Family House at İstanbul-Anadolu Turkey With 5 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134263825__0__720.jpg,İstanbul-Anadolu,Turkey,5.0,2.0,125.0,891434,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134263825
"Condominium/Co-Op For Sale, Mugla Turkey","Condominium/Co-Op at Mugla Turkey With 5 bedrooms, 5 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-133750390__0__720.jpg,Mugla,Turkey,5.0,5.0,390.0,891434,https://www.century21global.com/en/p/muğla-turkey--rl-133750390
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-134616778__0__720.jpg,İstanbul-Anadolu,Turkey,,,1050.0,862678,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134616778
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 3 bathrooms, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134557537__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,3.0,424.0,862678,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134557537
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-134952481__0__720.jpg,İstanbul-Avrupa,Turkey,,,110.0,862678,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134952481
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With one bedroom, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134718787__0__720.jpg,İstanbul-Avrupa,Turkey,1.0,0.0,290.0,862678,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134718787
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 2 bathrooms, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134195138__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,2.0,160.0,862678,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134195138
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 5 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134794127__0__720.jpg,İstanbul-Anadolu,Turkey,5.0,0.0,265.0,862678,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134794127
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134237725__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,0.0,317.0,862678,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134237725
"Home For Sale, Kocaeli 41295 Turkey","Home at Kocaeli 41295 Turkey With 3 bedrooms, 2 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134611864__0__720.jpg,Kocaeli,Turkey,3.0,2.0,200.0,862678,https://www.century21global.com/en/p/kocaeli-41295-turkey--rl-134611864
"Home For Sale, İstanbul-Avrupa 34450 Turkey","Home at İstanbul-Avrupa 34450 Turkey With 3 bedrooms, 2 bathrooms, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134072262__0__720.jpg,İstanbul-Avrupa,Turkey,3.0,2.0,200.0,862678,https://www.century21global.com/en/p/i̇stanbul-avrupa-34450-turkey--rl-134072262
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With one bedroom, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-133514870__0__720.jpg,Ankara,Turkey,1.0,0.0,350.0,861240,https://www.century21global.com/en/p/ankara-turkey--rl-133514870
"Home For Sale, Mugla 48470 Turkey","Home at Mugla 48470 Turkey With 5 bedrooms, 5 bathrooms.",https://assets.xomio.com/listings/images/rl-134818912__0__720.jpg,Mugla,Turkey,5.0,5.0,270.0,859803,https://www.century21global.com/en/p/muğla-48470-turkey--rl-134818912
"Condominium/Co-Op For Sale, Mugla Turkey","Condominium/Co-Op at Mugla Turkey With 5 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134828786__0__720.jpg,Mugla,Turkey,5.0,0.0,270.0,859803,https://www.century21global.com/en/p/muğla-turkey--rl-134828786
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-134842842__0__720.jpg,Mugla,Turkey,,,4650.0,848300,https://www.century21global.com/en/p/muğla-turkey--rl-134842842
,,,,,,,,,
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-134506817__0__720.jpg,İstanbul-Anadolu,Turkey,,,589.0,848300,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134506817
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-134575641__0__720.jpg,Mugla,Turkey,,,,848300,https://www.century21global.com/en/p/muğla-turkey--rl-134575641
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 3 bedrooms, 2 bathrooms, Pool View, Park or Green Belt View, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134524701__0__720.jpg,İstanbul-Avrupa,Turkey,3.0,2.0,126.0,848300,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134524701
"Condominium/Co-Op For Sale, Ankara Turkey","Condominium/Co-Op at Ankara Turkey With 5 bedrooms, 5 bathrooms, City View, parking lot.",https://assets.xomio.com/listings/images/rl-134510268__0__720.jpg,Ankara,Turkey,5.0,5.0,480.0,848300,https://www.century21global.com/en/p/ankara-turkey--rl-134510268
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-133532289__0__720.jpg,İstanbul-Avrupa,Turkey,,,,848300,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-133532289
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With one bedroom, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134394031__0__720.jpg,İstanbul-Avrupa,Turkey,1.0,0.0,300.0,833922,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134394031
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 5 bedrooms, 4 bathrooms, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-133813193__0__720.jpg,İstanbul-Anadolu,Turkey,5.0,4.0,280.0,833922,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-133813193
"Home For Sale, Kocaeli Turkey",Home at Kocaeli Turkey.,https://assets.xomio.com/listings/images/rl-134916270__0__720.jpg,Kocaeli,Turkey,,,1684.0,833922,https://www.century21global.com/en/p/kocaeli-turkey--rl-134916270
"Single Family House For Sale, İstanbul-Avrupa 34000 Turkey","Single Family House at İstanbul-Avrupa 34000 Turkey With 3 bedrooms, 4 bathrooms.",https://assets.xomio.com/listings/images/rl-134320525__0__720.jpg,İstanbul-Avrupa,Turkey,3.0,4.0,250.0,833922,https://www.century21global.com/en/p/i̇stanbul-avrupa-34000-turkey--rl-134320525
"Home For Sale, Mugla Turkey","Home at Mugla Turkey With 4 bedrooms, 2 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134696120__0__720.jpg,Mugla,Turkey,4.0,2.0,150.0,833922,https://www.century21global.com/en/p/muğla-turkey--rl-134696120
"Home For Sale, Mugla Turkey","Home at Mugla Turkey With 3 bedrooms, 2 bathrooms, Pool View, Park or Green Belt View, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-133219629__0__720.jpg,Mugla,Turkey,3.0,2.0,180.0,833922,https://www.century21global.com/en/p/muğla-turkey--rl-133219629
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With one bedroom, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134443594__0__720.jpg,Ankara,Turkey,1.0,0.0,320.0,833922,https://www.century21global.com/en/p/ankara-turkey--rl-134443594
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 4 bedrooms, 4 bathrooms, Sea View, City View, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134385823__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,4.0,169.0,833922,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134385823
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 3 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-134722795__0__720.jpg,İstanbul-Anadolu,Turkey,3.0,2.0,,826733,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134722795
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 3 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134549210__0__720.jpg,İstanbul-Anadolu,Turkey,3.0,0.0,400.0,819544,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134549210
"Home For Sale, İstanbul-Avrupa Turkey","Home at İstanbul-Avrupa Turkey With 5 bedrooms, 2 bathrooms.",https://assets.xomio.com/listings/images/rl-132454199__0__720.jpg,İstanbul-Avrupa,Turkey,5.0,2.0,280.0,819544,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-132454199
"Home For Sale, Denizli Turkey",Home at Denizli Turkey.,https://assets.xomio.com/listings/images/rl-134889977__0__720.jpg,Denizli,Turkey,,,16955.0,818107,https://www.century21global.com/en/p/denizli-turkey--rl-134889977
"Home For Sale, Yalova Turkey",Home at Yalova Turkey.,https://assets.xomio.com/listings/images/rl-134389748__0__720.jpg,Yalova,Turkey,,,2997.0,815231,https://www.century21global.com/en/p/yalova-turkey--rl-134389748
"Condominium/Co-Op For Sale, Mugla Turkey","Condominium/Co-Op at Mugla Turkey With 4 bedrooms, 3 bathrooms, Sea View, parking lot.",https://assets.xomio.com/listings/images/rl-133514865__0__720.jpg,Mugla,Turkey,4.0,3.0,145.0,805166,https://www.century21global.com/en/p/muğla-turkey--rl-133514865
"Home For Sale, Ankara Turkey",Home at Ankara Turkey.,https://assets.xomio.com/listings/images/rl-134675251__0__720.jpg,Ankara,Turkey,,,28474.0,805166,https://www.century21global.com/en/p/ankara-turkey--rl-134675251
"Home For Sale, Mugla Turkey","Home at Mugla Turkey With 3 bedrooms, 2 bathrooms, Sea View, parking lot.",https://assets.xomio.com/listings/images/rl-134956006__0__720.jpg,Mugla,Turkey,3.0,2.0,130.0,805166,https://www.century21global.com/en/p/muğla-turkey--rl-134956006
"Home For Sale, Balıkesir Turkey",Home at Balıkesir Turkey.,https://assets.xomio.com/listings/images/rl-134629173__0__720.jpg,Balıkesir,Turkey,,,3211.0,805166,https://www.century21global.com/en/p/balıkesir-turkey--rl-134629173
"Home For Sale, Denizli -3 Turkey",Home at Denizli -3 Turkey.,https://assets.xomio.com/listings/images/rl-134823875__0__720.jpg,Denizli,Turkey,,,1500.0,805166,https://www.century21global.com/en/p/denizli-3-turkey--rl-134823875
"Single Family House For Sale, Mugla 48000 Turkey","Single Family House at Mugla 48000 Turkey With 3 bedrooms, 3 bathrooms, Sea View, parking lot.",https://assets.xomio.com/listings/images/rl-134659525__0__720.jpg,Mugla,Turkey,3.0,3.0,150.0,805166,https://www.century21global.com/en/p/muğla-48000-turkey--rl-134659525
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-134198214__0__720.jpg,İstanbul-Avrupa,Turkey,,,200.0,805166,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134198214
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-134403121__0__720.jpg,Mugla,Turkey,,,,805166,https://www.century21global.com/en/p/muğla-turkey--rl-134403121
"Home For Sale, Izmir Turkey",Home at Izmir Turkey.,https://assets.xomio.com/listings/images/rl-134707341__0__720.jpg,Izmir,Turkey,,,4080.0,805166,https://www.century21global.com/en/p/i̇zmir-turkey--rl-134707341
"Home For Sale, İstanbul-Anadolu Turkey","Home at İstanbul-Anadolu Turkey With 5 bedrooms, 3 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134648112__0__720.jpg,İstanbul-Anadolu,Turkey,5.0,3.0,165.0,805166,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-134648112
"Home For Sale, Ankara Turkey",Home at Ankara Turkey.,https://assets.xomio.com/listings/images/rl-134675248__0__720.jpg,Ankara,Turkey,,,28236.0,805166,https://www.century21global.com/en/p/ankara-turkey--rl-134675248
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With 4 bedrooms, 4 bathrooms, Lake View, Park View, City View, Park or Green Belt View, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-133434687__0__720.jpg,Ankara,Turkey,4.0,4.0,240.0,805166,https://www.century21global.com/en/p/ankara-turkey--rl-133434687
"Single Family House For Sale, Mugla Turkey","Single Family House at Mugla Turkey With 4 bedrooms, 2 bathrooms, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134476577__0__720.jpg,Mugla,Turkey,4.0,2.0,200.0,805166,https://www.century21global.com/en/p/muğla-turkey--rl-134476577
"Home For Sale, Denizli Turkey",Home at Denizli Turkey.,https://assets.xomio.com/listings/images/rl-134871672__0__720.jpg,Denizli,Turkey,,,,804879,https://www.century21global.com/en/p/denizli-turkey--rl-134871672
"Farm For Sale, Izmir Turkey","Farm at Izmir Turkey With 4 bedrooms, 3 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134799214__0__720.jpg,Izmir,Turkey,4.0,3.0,250.0,804591,https://www.century21global.com/en/p/i̇zmir-turkey--rl-134799214
"Home For Sale, Denizli Turkey",Home at Denizli Turkey.,https://assets.xomio.com/listings/images/rl-134938637__0__720.jpg,Denizli,Turkey,,,16.0,790788,https://www.century21global.com/en/p/denizli-turkey--rl-134938637
"Home For Sale, Kayseri Turkey","Home at Kayseri Turkey With 6 bedrooms, 3 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134528470__0__720.jpg,Kayseri,Turkey,6.0,3.0,300.0,790788,https://www.century21global.com/en/p/kayseri-turkey--rl-134528470
"Single Family House For Sale, Mugla Turkey","Single Family House at Mugla Turkey With 3 bedrooms, 2 bathrooms, Sea View, parking lot.",https://assets.xomio.com/listings/images/rl-134669941__0__720.jpg,Mugla,Turkey,3.0,2.0,120.0,790788,https://www.century21global.com/en/p/muğla-turkey--rl-134669941
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-134871674__0__720.jpg,İstanbul-Avrupa,Turkey,,,400.0,790788,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134871674
"Condominium/Co-Op For Sale, Mugla Turkey","Condominium/Co-Op at Mugla Turkey With 4 bedrooms, 4 bathrooms, Mountain View, Sea View, Park or Green Belt View.",https://assets.xomio.com/listings/images/rl-134528489__0__720.jpg,Mugla,Turkey,4.0,4.0,290.0,790788,https://www.century21global.com/en/p/muğla-turkey--rl-134528489
"Single Family House For Sale, Düzce Turkey","Single Family House at Düzce Turkey With 4 bedrooms, 2 bathrooms, Mountain View, Park or Green Belt View, parking lot.",https://assets.xomio.com/listings/images/rl-134293704__0__720.jpg,Düzce,Turkey,4.0,2.0,5200.0,790788,https://www.century21global.com/en/p/düzce-turkey--rl-134293704
"Home For Sale, Balıkesir 10400 Turkey","Home at Balıkesir 10400 Turkey With 3 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-134794114__0__720.jpg,Balıkesir,Turkey,3.0,3.0,135.0,790788,https://www.century21global.com/en/p/balıkesir-10400-turkey--rl-134794114
,,,,,,,,,
"Single Family House For Sale, Mugla Turkey","Single Family House at Mugla Turkey With 4 bedrooms, 3 bathrooms.",https://assets.xomio.com/listings/images/rl-134942698__0__720.jpg,Mugla,Turkey,4.0,3.0,180.0,790788,https://www.century21global.com/en/p/muğla-turkey--rl-134942698
"Home For Sale, Mugla Turkey",Home at Mugla Turkey.,https://assets.xomio.com/listings/images/rl-134993409__0__720.jpg,Mugla,Turkey,,,180.0,790788,https://www.century21global.com/en/p/muğla-turkey--rl-134993409
"Single Family House For Sale, Denizli Turkey",Single Family House at Denizli Turkey.,https://assets.xomio.com/listings/images/rl-134707352__0__720.jpg,Denizli,Turkey,,,,789351,https://www.century21global.com/en/p/denizli-turkey--rl-134707352
"Home For Sale, İstanbul-Anadolu Turkey",Home at İstanbul-Anadolu Turkey.,https://assets.xomio.com/listings/images/rl-133312805__0__720.jpg,İstanbul-Anadolu,Turkey,,,500.0,776410,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-133312805
"Home For Sale, Bursa 16200 Turkey","Home at Bursa 16200 Turkey With 2 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134912745__0__720.jpg,Bursa,Turkey,2.0,0.0,450.0,776410,https://www.century21global.com/en/p/bursa-16200-turkey--rl-134912745
"Home For Sale, Ankara Turkey","Home at Ankara Turkey With 4 bedrooms, 4 bathrooms.",https://assets.xomio.com/listings/images/rl-133038747__0__720.jpg,Ankara,Turkey,4.0,4.0,220.0,776410,https://www.century21global.com/en/p/ankara-turkey--rl-133038747
"Home For Sale, İstanbul-Avrupa Turkey",Home at İstanbul-Avrupa Turkey.,https://assets.xomio.com/listings/images/rl-134524715__0__720.jpg,İstanbul-Avrupa,Turkey,,,170.0,776410,https://www.century21global.com/en/p/i̇stanbul-avrupa-turkey--rl-134524715
"Home For Sale, Sakarya Turkey","Home at Sakarya Turkey With 4 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-133514862__0__720.jpg,Sakarya,Turkey,4.0,0.0,250.0,776410,https://www.century21global.com/en/p/sakarya-turkey--rl-133514862
"Home For Sale, Antalya Turkey","Home at Antalya Turkey With 6 bedrooms, 0 bathrooms.",https://assets.xomio.com/listings/images/rl-134506842__0__720.jpg,Antalya,Turkey,6.0,0.0,270.0,773535,https://www.century21global.com/en/p/antalya-turkey--rl-134506842
"Home For Sale, Mugla 48400 Turkey","Home at Mugla 48400 Turkey With 3 bedrooms, 2 bathrooms, parking lot.",https://assets.xomio.com/listings/images/rl-134755837__0__720.jpg,Mugla,Turkey,3.0,2.0,172.0,773535,https://www.century21global.com/en/p/muğla-48400-turkey--rl-134755837
"Condominium/Co-Op For Sale, İstanbul-Anadolu Turkey","Condominium/Co-Op at İstanbul-Anadolu Turkey With 4 bedrooms, 3 bathrooms, parking lot, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-132834629__0__720.jpg,İstanbul-Anadolu,Turkey,4.0,3.0,230.0,762032,https://www.century21global.com/en/p/i̇stanbul-anadolu-turkey--rl-132834629
"Single Family House For Sale, İstanbul-Anadolu 34979 Turkey","Single Family House at İstanbul-Anadolu 34979 Turkey With 6 bedrooms, 5 bathrooms, Park or Green Belt View, Number of parking spaces.",https://assets.xomio.com/listings/images/rl-134588185__0__720.jpg,İstanbul-Anadolu,Turkey,6.0,5.0,200.0,762032,https://www.century21global.com/en/p/i̇stanbul-anadolu-34979-turkey--rl-134588185
